path,title,authors,year
1973papers/paper05_15.pdf,DATA,HANDLING AND REDUCTION L. C:. Fisher 'IJ. S. Naval Observatory ABSTHACT In thc past year the increase in P'I'TI data to bc rctluced to thc U. S. Navai Observatory Master Cloclc and the requir~mcnt lor its quiclc dissemination has,1973
1973papers/paper05_29.pdf,FUTURE,UCS OBJECTIVES IN COMMUNICATION NETWORK TIMING AND SYNCHRONI%ArI'ION J. R. Mensch Defensc Communications Agency AESTRACT The Defense Conll~lunication System will bc moving rapidly toward providing switchcd digital service to it's users within the next tcn years. The principal driving forcc in the transition to a digital system is the recluiremcnt for high performance secure voice scrvicc. Additionally the mticipatcd data require- ments in this time frame c:Ln bc handled most effectively by a digital network. The characteristics of ;I switched digital network which imposc timing and syn-,1973
1973papers/paper05_28.pdf,A,TIME REFERENCE DISTRIBUTION CONCICPT FOR A TIME DIVISION COMMUNICATION NETWORK IT. A. Stover Ucfense Coxnnlunications Agency Starting with an assumed ideal network having perl'ect clocks at every node :ind known fixed transmission delays belween nodes the effects ol adding tolerances to both transmission delays :tnd nodal cloclrs is described. The advantages ol controlling tolerances on time rather than frequency are dis- cussed. Then a concepl is,1973
1973papers/paper05_14.pdf,INSTRUMENTATION FOR ONE-WAY SATELLITE,"I'TTI APPLlCATIONS"" A. h:. Osborne Jc~hiis Hopkins liniversi ty Appliecl Physics Laboratory A rcvicw of gcncral principles ancl operational l~rocc~durcs illustrntcs how the typical passive user and omni rcccivjng antcnnn can recover 1'TTI inform:ttjon from n low altitudc navigation sntcllitc systern for clock calibriition nnrl synch- ronization. 'rhc papcr presents cletailed discussions",1973
1973papers/paper05_00.pdf,PROCE,EIIINGS O F THE FIFTH PRECISE TIME ANU TIR.IE: INTERVAL PLANNING MEETING Ilelcl at Godclard Spacc Flight Centcr December 4-6. 1973 First,1973
1973papers/paper05_19.pdf,'I.,S.t~errrlao . -. u 3 Coas-t ';.;u;trc':,1973
1973papers/paper05_25.pdf,•,A SYNOPTlC STUDY OF SUDDEN PHASE ANOMAIJES (SPA'S) EFFECTING VLF NAVIGATION AND TIMING E. R. Swanson C. P. Kug'el Naval Electronics Laboratory Center,1973
1973papers/paper05_24.pdf,IONOSPITERIC,EFFKCTS ON ONE-WAY TIMING SIGNALS H. Soicher F. J. Gorman Jr. U. S. Army Electronics Command Fort Monmouth A proposed navigation concept requires that a user measure the time-dclny that satellite-emitted signals cxpcrjcnce in trnvcrsjng the distancc bctwcen satellite nnd user. Simultaneous measurement of the propagation time from four differ- ent satellites permits thc user to determine his position and cloclr bias if satel- lite epherneridcs and sigma1 propagation velocity are known. A pulse propagatj ng,1973
1973papers/paper05_18.pdf,11.,1%. Pctcrs NASA Godtlard Space Flight Ccntcr,1973
1973papers/paper05_26.pdf,RESULTS OF,THE LONG RANGE POSITION-DETElZMINING SYSTEM TESTS F. W. IZohdc U. S. Arxny Topographjc Command,1973
1973papers/paper05_27.pdf,THE,COI C>K HAR PITASE MErYER-A SIMPLE AND ECC)NOMICAI MJ3THOD FOR CALIBRATING CRYSTAL CliSCILi1 A'rC)KS D. n. Davis National Bureau of St:tnrlards Boulder,1973
1973papers/paper05_23.pdf,.,Cavalieri R. J. Deland Polytechnic Institute of New York T. A. Potemra R. F. Gavin Johns Hopkins University Applied Physics T aboratory,1973
1973papers/paper05_22.pdf,CLOCK SYNCIIRONIZATION,EXPEKIMENTS USJNC; OMEGA 'I'RANSMISSIONS A. K. Chi S. C. Wardrip NASA/Goddtlrcl Space Flight Ccntcr,1973
1973papers/paper05_20.pdf,STABIIJTY AND NOISE SPECrl'RA,OF HELATIVE LORAN-C FREQUENCY COMPARISONS E. Proverbio V. Quesada A. Simoncini International Astronomical Latitude Station Cag'liari Italy Rel:~tive comparisons of Loran-C frccluency tr;insmissions between thc master station of Catanxaro (Simcri Crichi) ant1 the X Z slave stations of Estartit (Spain) and Lampedusa (Italy) a r e c:trrying out by the GG LORSTA Monitor Skation of the Medjterrancan Sca Loran-C chain. Thcsc comparisons a r c ablc to emphasize the relativc and under certain conrlitions the absolute rate of the emitting standard frequencies of t l ~ c,1973
1973papers/paper05_08.pdf,PKECISE,TIMING CORRELATION IN TELEMETRY RECORDING AND PROCESSING SYSTEMS R. B. Pickett F. L. Matthews ITT Fcdcral Electric Corporation Vandenberg Air Force Hasc Indcpentlent PCM telemetry tlttta signals received from missiles must be corre- lated to within 5100,1973
1973papers/Vol 05_Attendee List.pdf,LIST,OF ATTENDEES ANT) REGISTRANTS Aaron Edward C. Arvey Charles W. I.T.E. Inc. Naval Kescnrch Lab 1051 1 Tuclcer Street 4555 Overloolc Avenuc S. W. Belstville Maryland 20705 W~shington D.C. 20375 937-1550,1973
1973papers/paper05_09.pdf,DIGJ'I'AL,FREQUENCY CONTROL OE' SATET LITE FREQUENCY STANDARDS S. A. Nichols Naval Rcsc:trch labor:^ tory In the E'requcncy and Time Stanclnrcl Uevelopment I)rog~nni 01 thc 'I'TMATION Systerx~ a new miniaturized Rul~irlium Vapor Fretluency St:tndard has been testcd :~nd analyzed for possible use on the TTMATION ITIA,1973
1973papers/paper05_21.pdf,A N,AERONAUTICAL BEACON SYSTEM USING PRESISE TIME T. S. Amlie Federal Aviation Administration,1973
2006papers/paper14.5.pdf,IEEE 1588: AN UPDATE ON THE STANDARD AND ITS APPLICATION John C. Eidson Agilent Technologies Inc. 5301 Stevens Creek Boulevard MS 54U-SM Santa Clara CA 95051-7201 USA E-mail: john_eidson@agilent.com Abstract,Since the publication of version 1 of IEEE 1588 in November 2002 there has been increasing interest in and development of the technology. The standard has been adopted by a number of trade groups and is referenced in several other standards. The 1588 standard is currently being revised to include provisions for new application areas and to improve the quality of synchronization. This paper will present the technical issues under discussion in the P1588 standards group and outline the proposed changes to the standard. The applications and technology requirements driving these changes will be discussed. A brief review of application areas supporting products available and demonstrated synchronization performance will be provided. The paper will conclude with a brief discussion of how IEEE 1588 is changing electronic measurement instrumentation and how this will change the architecture of measurement systems. I. WHAT IS IEEE 1588? IEEE 1588 Standard for a Precision Clock Synchronization Protocol for Networked Measurement and Control Systems is a protocol often called PTP used to synchronize real-time clocks in modules of a networked distributed system. The protocol was designed specifically to aid in the coordination of activities and the correlation of data in distributed systems typically found in test and measurement industrial automation and similar environments. Implementations are easily capable of synchronization,2006
2006papers/matsakisetal.ifcs06.pdf,GPS Carrier Phase Analysis Noise on the USNO-PTB Baselines,Demetrios Matsakis and Mark Lee U.S. Naval Observatory (USNO) 3450 Massachusetts Ave NW Washington DC 20392 USA Matsakis.Demetrios@usno.navy.mil Rolf Dach and Urs Hugentobler Astronomical Institute University of Bern Bern Switzerland Z. Jiang Bureau International des Poids et Mesures Sèvres France,2006
2006papers/Cutler.pdf,th,authors,2006
2006papers/paper39.pdf,REAL-TIME TWO-WAY TIME TRANSFER TO AIRCRAFT Jeremy Warriner Symmetricom Capt. Richard Beckman USAF Tom Celano Symmetricom Mikel Miller and Peter Howe U.S. Air Force Research Laboratory Abstract Two-way time transfer (TWTT) has proven itself as an accurate and reliable,method for synchronization over large static baselines. While previous demonstrations have shown the merit of extending TWTT to dynamic platforms the technology has always been dogged by the fact that it requires specialized equipment and post-processing of the data. If TWTT is to establish itself as a viable means of synchronization between dynamic platforms it must first demonstrate the ability to operate in real-time with COTS hardware. The most recent airborne test set out to demonstrate this capability and the results of that test are presented herein. 1.0,2006
2006papers/paper11.pdf,GROUND EXPERIMENTS OF REMOTE SYNCHRONIZATION FOR ONBOARD CRYSTAL OSCILLATOR OF QUASI-ZENITH SATELLITES ʊ USE OF MULTIPLE POSITIONING SIGNALS FOR FEEDBACK CONTROL Toshiaki Iwata Michito Imae Tomonari Suzuyama Yoshikatsu Kawasaki National Institute of Advanced Industrial Science and Technology (AIST),Japan 1-1-1 Umezono Tsukuba Central 2 Tsukuba Ibaraki 305-8568 Japan TEL: +81-29-861-5706 FAX: +81-29-861-5709 totty.iwata@aist.go.jp Naoto Takasaki Kenji Kokubu Akira Iwasaki University of Tokyo Japan Satoshi Fukushima Yuji Hashibe Space Engineering Development Co. Ltd. Japan Fabrizio Tappero and Andrew Dempster University of New South Wales Australia,2006
2006papers/paper6.pdf,MINIATURIZED MERCURY ION CLOCK FOR ULTRA-STABLE DEEP SPACE APPLICATIONS John D. Prestage Sang Chung Lawrence Lim and Thanh Le Jet Propulsion Lab California Institute of Technology Pasadena CA 91109-8099 USA E-mail: John.D.Prestage@jpl.nasa.gov Abstract We have recently completed a prototype ion-clock physics package based on Hg ions,shuttled between a quadrupole and a 16-pole rf trap. With this architecture we have demonstrated short-term stability ~2-3x10 -13 at 1 second averaging to 10 -15 at 1 day. This development shows that H-maser quality stabilities can be produced in a small clock package comparable in size to an ultra-stable quartz oscillator required for holding 1-2x 10 -13 at 1 second. This performance was obtained in a sealed vacuum configuration where only a getter pump was used to maintain vacuum. The vacuum tube containing the traps has now been under sealed vacuum conditions for nearly 1.5 years with no measurable degradation of ion trapping lifetimes or clock short-term performance. Because the tube is sealed the Hg source and Neon buffer gas are held indefinitely for the life of the tube. There is no consumption of Hg in this system unlike in a Cs beam tube where the lifetime is often limited by Cs depletion. This approach to the vacuum follows the methods used in flight vacuum tube electronics such as flight TWTA’s where tube operation lifetime and shelf life of up to 15 years is achieved. We use neon as a buffer gas with 2-3 times less pressure induced frequency pulling than traditional helium and being heavier negligible diffusion losses will occur over the,2006
2006papers/paper7.pdf,A MULTI-CHANNEL STABILITY ANALYZER FOR FREQUENCY STANDARDS IN THE DEEP SPACE NETWORK C. A. Greenhall A. Kirk and R. L. Tjoelker Jet Propulsion Laboratory California Institute of Technology,1,2006
2006papers/paper10.pdf,AF/NGA GPS MONITOR STATION HIGH-PERFORMANCE CESIUM FREQUENCY STANDARD STABILITY 2005/2006: FROM NGA KALMAN FILTER CLOCK ESTIMATES Dennis M. Manning National Geospatial-Intelligence Agency GPS Division/L-22 3838 Vogel Road Arnold MO 63010 USA E-mail: dennis.m.manning@nga.mil,authors,2006
2006papers/paper38.pdf,GPS SIGNAL INTEGRITY DEPENDENCIES ON ATOMIC CLOCKS * Marc Weiss Time and Frequency Division National Institute of Standards and Technology 325 Broadway Boulder CO 80305 USA E-mail: mweiss@boulder.nist.gov Pradipta Shome,Office of Commercial Space Transportation Federal Aviation Administration Washington DC 20591 USA E-mail: pradipta.shome@faa.gov Ron Beard Navy Center for Space Technology U.S. Naval Research Laboratory Washington DC 23075 USA ronald.beard@nrl.navy.mil,2006
2006papers/paper12.pdf,CHARACTERISTICS OF TIME SYNCHRONIZATION RESPONSE OF NTP CLIENTS ON MS WINDOWS OS AND LINUX OS Katsuhisa Sato and Kazuyoshi Asari Mizusawa VERA Observatory National Astronomical Observatory of Japan Mizusawa Oshu Iwate 023-0861 Japan E-mail: hisa@miz.nao.ac.jp asa@miz.nao.ac.jp,authors,2006
2006papers/paper4.pdf,VERIFICATION AND OPTIMIZATION OF THE PHYSICS PARAMETERS OF THE ONBOARD GALILEO PASSIVE HYDROGEN MASER Qinghua Wang Pierre Mosset Fabien Droz Pascal Rochat Temex Time Vauseyon 29 2000 Neuchâtel Switzerland E-mail: qinghua@temextime.com Giovanni Busca,Kytime Ecluse 11 2022 Bevaix Switzerland,2006
2006papers/paper13.pdf,USNO MASTER CLOCK DESIGN ENHANCEMENTS P. Koppang J. Skinner and D. Johns U.S. Naval Observatory Abstract We have implemented several enhancements to the US Naval Observatory (USNO) Master Clock system. Design changes to the system include the use of a Kalman filter for phase and frequency estimates decreasing the time interval between steers and the redesign of control parameters. The present control system utilizes “real-time” data estimates of the differences between the Master Clock and a timescale that combines hydrogen masers and commercial,cesium frequency standards with a time-varying weighting scheme. We are researching a Master Clock system design that utilizes as its reference a hydrogen maser ensemble that is steered to an ensemble of cesium standards. We present system designs simulations and performance data.,2006
2006papers/paper17.pdf,APPLICATIONS AND OPPORTUNITIES FOR THE IEEE 1588 STANDARD IN MILITARY APPLICATIONS John D. MacKay Progeny Systems Inc. Abstract Many government/military data acquisition and signal processing systems are being migrated away from full mil-qualified components in favor of systems that maximize the use of,commercial off-the-shelf (COTS) components. Field and ship-board systems provide environmentally conditioned “hotel” space for these components which are then chosen for performance low cost and common use in the commercial world. The use of COTS has its drawbacks however. Both in the front-end data acquisition and in the devices that bridge the COTS systems to the legacy components that still remain data and interface synchronization becomes difficult since many COTS devices replace legacy equipment that has hard-wired deterministic hardware. IEEE 1588 (Precision Time Protocol) provides both a viable solution to this dilemma and opportunities to maximize the full performance capabilities of the COTS system. It is a network time protocol that can afford the system a universal notion of time in a network-based architecture as well as across the legacy boundary. This paper discusses a number of potential use cases for IEEE 1588 addressing the need for a COTS-equivalent deterministic clock source a common system and intra-system time reference and potential opportunities for future systems. THE ROLE OF IEEE 1588 IN MILITARY SYSTEMS The transition in the past 10 years for many military-technology-based systems from a full mil-qualified development process to a COTS-based one has been largely successful. This model in fact is reflected in other industries such as industrial automation and telecommunications. In all these application areas the rapid advancement of consumer- and commercial-based technology has been utilized for the development of systems that in turn rapidly advanced the technology base of the technology systems,2006
2006papers/paper1.pdf,GPS/GALILEO INTEROPERABILITY: GGTO TIMING BIASES AND GIOVE-A EXPERIENCE Ricardo Píriz 1 Marta Cueto Virginia Fernández GMV S.A. Madrid Spain Patrizia Tavella Ilaria Sesia 2 Giancarlo Cerretto,Istituto Nazionale di Ricerca Metrologica (INRiM) Turin Italy Jörg Hahn Galileo Project Office ESA/ESTEC Noordwijk The Netherlands,2006
2006papers/paper28.pdf,UNBIASED FIR ESTIMATES VS. THE SAWTOOTH- CORRECTED GPS-BASED MEASUREMENTS : EXPERIMENTAL EVALUATION Y. S. Shmaliy L. Arceo-Miquel J. Munoz-Diaz and O. Ibarra-Manzano Guanajuato University FIMEE Mexico E-mail: shmaliy@salamanca.ugto.mx Abstract We show that owing to small noise and smoothed excursions the unbiased FIR filtering algorithm produces more accurate estimates of the TIE model of a local clock than the,sawtooth-less GPS-based measurements. The algorithm becomes much more efficient in estimating the fractional frequency offset and higher order states. For the algorithm to work with minimum errors the optimal time step τ opt and number of the points in the average N opt must be ascertained in the sense of the minimum mean-square error (MSE) for each of the clock states. The relevant dependencies of N opt on τ opt are found experimentally for a crystal clock. The trade-off between the estimates and sawtooth-less measurements is illustrated graphically.,2006
2006papers/paper3.pdf,METAS NEW TIME SCALE GENERATION SYSTEM – A PROGRESS REPORT Laurent-Guy Bernier Gregor Dudle and Christian Schlunegger METAS Swiss Federal Office of Metrology Lindenweg 50 CH-3003 Bern-Wabern Switzerland E-mail: laurent-guy.bernier@metas.ch Abstract Up to now UTC (CH) has been defined as a paper time scale which is computed for a,single epoch every day: UTC 00:00. In 2006 we have started to phase in the hardware for a new system still under development which should allow us to define UTC (CH) as a real time scale generated by a master clock i.e. a time scale defined for all epochs. The new system should preserve the advantages of the original system while improving reliability availability and compatibility with other UTC (k)’s.,2006
2006papers/paper2.pdf,HISTORICAL REVIEW OF ATOMIC FREQUENCY STANDARDS USED IN SPACE SYSTEMS – 10 YEAR UPDATE Dr. Leo A. Mallette The Boeing Company Los Angeles CA 90009 USA Pascal Rochat Temex Neuchâtel Time Switzerland Neuchâtel Switzerland Joseph White US Naval Research Laboratory Washington DC 20375-5320 USA,authors,2006
2006papers/paper29.pdf,AN ENSEMBLE OF ULTRA-STABLE QUARTZ OSCILLATORS TO IMPROVE SPACECRAFT ONBOARD FREQUENCY STABILITY Mihran Miranian Gregory L. Weaver and Matthew J. Reinhart JHU/Applied Physics Laboratory Laurel MD 20723-6099 USA E-mail: gregory.weaver@jhuapl.edu Abstract In the past years we have reported on continuous improvement in the capability of our Time and Frequency Laboratory at the Johns Hopkins University Applied Physics Laboratory and its,contribution to the TAI. We have discussed our ensemble of hydrogen maser and cesium beam atomic clocks into a timescale that enables UTC (APL) to be steered within ± 20 nanoseconds per month of UTC. A significant element to the control of UTC (APL) has been the use of our autonomous timescale algorithm reported in 2005 at the combined PTTI and IEEE FCS. In our laboratory report this year we will discuss experimentation using this timescale algorithm to investigate the timekeeping capability of an ensemble of three quartz ultra-stable oscillators (USO). This experimental ensemble could represent the frequency references of a system of spacecraft similar to those proposed in deep space missions of long duration. Although these spacecraft would likely be in regular communication with the ground segment controllers it may be necessary that they operate autonomously for periods of time ranging from a few days to several weeks. To make this possible we are considering improvement in the frequency stability of the onboard timing reference that will act as a fly-wheel when frequency corrections from mission controllers have been temporarily interrupted. We present experimental data and examine the compliance of the ensemble of three USOs to a frequency stability of better than ±1x 10 -11 per week. I. MOTIVATION FOR EXPERIMENT With expanding interest in both human and robotic exploration of the Moon Mars and other deep space destinations there is a need for reliable and accurate timekeeping and navigation at those locations.,2006
2006papers/paper15.pdf,INTERNAL AND EXTERNAL CLOCK SYNCHRONIZATION IN A POWER LINE NETWORK Georg Gaderer Patrick Loschmidt Albert Treytl Research Unit for Integrated Sensor Systems Austrian Academy of Sciences Viktor Kaplan Strasse 2 A-2700 Wiener Neustadt Austria E-mail: {Georg.Gaderer Patrick.Loschmidt Albert.Treytl}@OEAW.ac.at Nikolaus Kerö,Oregano Systems Phorusgasse 8 1040 Wien Austria E-mail: Keroe@Oregano.at,2006
2006papers/paper18.pdf,INVESTIGATIONS ON SECURITY ASPECTS IN CLOCK SYNCHRONIZED INDUSTRIAL ETHERNET A. Treytl G. Gaderer P. Loschmidt Research Unit for Integrated Sensor Systems Austrian Academy of Sciences Viktor Kaplan Strasse 2 A-2700 Wiener Neustadt Austria E-mail: {Georg.Gaderer Patrick.Loschmidt Albert.Treytl\}@OEAW.ac.at Nikolaus Kerö Oregano Systems,Phorusgasse 8 1040 Wien Austria E-mail: Keroe@Oregano.at,2006
2006papers/paper24.pdf,RELATIVISTIC TRANSFORMATIONS FOR TIME SYNCHRONIZATION AND DISSEMINATION IN THE SOLAR SYSTEM Robert A. Nelson Satellite Engineering Research Corporation 7701 Woodmont Avenue Suite 208 Bethesda MD 20814 USA E-mail: RobtNelson@aol.com,Todd A. Ely Jet Propulsion Laboratory 4800 Oak Groove Drive MS 301-125L Pasadena CA 91109 USA E-mail: Todd.A.Ely@jpl.nasa.gov,2006
2006papers/paper30.pdf,ANALYSIS OF CLOCK MODELING TECHNIQUES FOR USNO CESIUM MEAN J. Skinner and P. Koppang U.S. Naval Observatory Abstract The U.S. Naval Observatory (USNO) maintains an ensemble of commercial cesium frequency standards. The mean timescale generated from this ensemble is used as the long- term frequency reference for all USNO clocks. Maintenance of this mean is currently done in a post-processing fashion with clock models being adjusted as far as 75 days into the past. While,this method ensures the resulting mean is stable in the past it can create errors in the near- real-time determination of the frequency of the mean. This in turn adds to the uncertainty in the determination of the clock frequencies relative to the mean. Multiple methods for adjusting clock models in near real time are examined and tested on actual clock data.,2006
2006papers/paper31.pdf,STEERING UTC (AOS) AND UTC (PL) BY TA (PL) J. Nawrocki 1 Z. Rau 2 W. Lewandowski 3 M. Małkowski,1 M. Marszalec 2 and D. Nerkowski 2 1 Astrogeodynamical Observatory (AOS) Borowiec Poland nawrocki@cbk.poznan.pl 2 National Institute of Telecommunications (NIT) Warsaw Poland Z.Rau@itl.waw.pl 3 Bureau International des Poids et Mesures (BIPM) Sèvres wlewandowski@bipm.org,2006
2006papers/paper25.pdf,TIME DISSEMINATION ALTERNATIVES FOR FUTURE NASA APPLICATIONS Al Gifford NASA Headquarters* Fax: 202-3583520; E-mail: al.gifford-1@nasa.gov Robert A. Nelson Satellite Engineering Research Corporation 7701 Woodmont Avenue Bethesda MD 20814 USA E-mail: RobtNelson@aol.com,Richard S. Orr SATEL LLC 9700 Great Seneca Hwy Rockville MD 20850 USA E-mail: richard.orr@sa-tel.com A.J. Oria Overlook Systems Technologies Inc. E-mail: aoria@overlooksys.com Beryl L. Brodsky Overlook Systems Technologies Inc. E-mail: bbrodsky@overlooksys.com James J. Miller NASA Headquarters E-mail: jj.miller@nasa.gov Barbara Adde NASA Headquarters E-mail: barbara.adde@nasa.gov 300 E Street SW Washington DC 20546 USA 1950 Old Gallows Rd. Suite 400 Vienna VA 22182 USA 319,2006
2006papers/paper19.pdf,LONG-TERM STABILITY OF NIST CHIP-SCALE ATOMIC CLOCK PHYSICS PACKAGES S. Knappe 1 V. Shah 2 V. Gerginov 3 A. Brannon,4 L. Hollberg 1 and J. Kitching 1 1 NIST Time and Frequency Division Boulder CO 80305 2 Department of Physics University of Colorado Boulder CO 80309 3 Department of Physics University of Notre Dame Notre Dame IN 46556 4 Department of Elec. Eng. University of Colorado Boulder CO 80309,2006
2006papers/paper33.pdf,GALILEO SYSTEM TIME PHYSICAL GENERATION Xavier Stehlin Qinghua Wang Florent Jeanneret Pascal Rochat Temex Time Vauseyon 29 2000 Neuchâtel Switzerland E-mail: stehlin@temextime.com Edoardo Detoma SEPA,Via Andrea Pozzo 8 10151 Torino Italy,2006
2006papers/paper27.pdf,COMPARISON OF PRECISE TIME TRANSFER WITH USAGE OF MULTI-CHANNEL GPS CV RECEIVERS AND OPTICAL FIBERS OVER DISTANCES OF ABOUT 3 KILOMETERS A. Czubla J. Konopka M. Górnik Central Office of Measures (GUM) 2 Elektoralna Str. 00-950 Warsaw P-10 Poland E-mail: timegum@gum.gov.pl,W. Adamowicz J. Struś T. Pawszak J. Romsicki Polish Telecom (TP S.A.) 7 Obrzezna Str. 02-691 Warsaw Poland E-mail: Waldek.Adamowicz@telekomunikacja.pl M. Lipiński P. Krehlik Ł. Śliwczyński and A. Wolczko AGH University of Science and Technology (AGH) 30 Mickiewicza Ave. 30-059 Krakow Poland E-mail: mlipinsk@agh.edu.pl,2006
2006papers/paper26.pdf,T2L2 ON JASON-2: FIRST EVALUATION OF THE FLYING MODEL Ph. Guillemot I. Petitbon Microwave & Time-Frequency Department CNES – French Space Agency Toulouse France E. Samain P. Vrancken J. Weick D. Albanese F. Para J.-M. Torre,R&D Metrology CNRS/GEMINI Observatoire de la Côte d’Azur Caussol France E-mail: philippe.guillemot@cnes.fr,2006
2006papers/paper32.pdf,TIME DILATION AND THE LENGTH OF THE SECOND Steven D. Deines Carol A. Williams SiRF Technology Holdings Inc. Department of Mathematics and Statistics Cedar Rapids IA 52411 USA University of South Florida Tampa FL 33620 USA Abstract,We show that the leap second is due to timescale divergence between Universal Time (UT) and International Atomic Time (TAI) because the Système Internationale (SI) second is shorter than the UT second. This is demonstrated by a thorough analysis of the procedures that were followed to produce Ephemeris Time (ET) to which the SI second was calibrated. This paper shows that time dilation is responsible for the ET second being shorter than the UT second. Over the past century it was well documented that observed lunar and planetary positions always lagged behind calculated positions. ET was introduced to remove this discrepancy. Deceleration of Earth’s rotation contributed less than 1% of this timescale divergence according to paleontological records of tidal fraction. Our calculation of the time dilation effect match the difference between the SI and UT seconds and also match the leap second insertion rate to within 0.2% since atomic time began in 1958. A method to convert from the TAI timescale using a scalar to obtain a precise UT timescale is given with leap seconds needed only once every 14 decades due to tidal friction. Very little has been done to determine the effects of time dilation on old theories of celestial mechanics. Since these theories were developed before Einstein published his theory of General Relativity none of them consider the effects of time dilation. The question has some historical interest but it also may have implications for contemporary work. The theories considered in this paper are Simon Newcomb’s [1] theory of the Sun (equivalently Earth) and E. W. Brown’s [2],2006
2006papers/paper36.pdf,TIME COORDINATION THROUGHOUT THE AMERICAS VIA THE SIM COMMON-VIEW GPS NETWORK Michael A. Lombardi a Andrew N. Novick a J. Mauricio Lopez R. b,Jean-Simon Boulanger c Raymond Pelletier c and Carlos Donado M. d a National Institute of Standards and Technology Boulder Colorado USA; E-mail: lombardi@nist.gov b Centro Nacional de Metrología (CENAM) Querétaro Mexico; E-mail: mauricio.lopez@cenam.mx c National Research Council (NRC) Ottawa Canada; E-mail: jean-simon.boulanger@nrc-cnrc.gc.ca d Centro Nacional de Metrología de Panamá (CENAMEP) Panama City Panama,2006
2006papers/paper22.pdf,SUB-10 -16 FREQUENCY STABILITY IN THE JPL MULTI-POLE LINEAR ION TRAP STANDARD E. A. Burt D. G. Enzer R. T. Wang W. A. Diener and R. L. Tjoelker Jet Propulsion Laboratory California Institute of Technology Pasadena CA 91109-8099 USA E-mail: eric.a.burt@jpl.nasa.gov,authors,2006
